"Year","Quarter","Month","DayofMonth","DayOfWeek","FlightDate","Reporting_Airline","DOT_ID_Reporting_Airline","IATA_CODE_Reporting_Airline","Tail_Number","Flight_Number_Reporting_Airline","OriginAirportID","OriginAirportSeqID","OriginCityMarketID","Origin","OriginCityName","OriginState","OriginStateFips","OriginStateName","OriginWac","DestAirportID","DestAirportSeqID","DestCityMarketID","Dest","DestCityName","DestState","DestStateFips","DestStateName","DestWac","CRSDepTime","DepTime","DepDelay","DepDelayMinutes","DepDel15","DepartureDelayGroups","DepTimeBlk","TaxiOut","WheelsOff","WheelsOn","TaxiIn","CRSArrTime","ArrTime","ArrDelay","ArrDelayMinutes","ArrDel15","ArrivalDelayGroups","ArrTimeBlk","Cancelled","CancellationCode","Diverted","CRSElapsedTime","ActualElapsedTime","AirTime","Flights","Distance","DistanceGroup","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay","FirstDepTime","TotalAddGTime","LongestAddGTime","DivAirportLandings","DivReachedDest","DivActualElapsedTime","DivArrDelay","DivDistance","Div1Airport","Div1AirportID","Div1AirportSeqID","Div1WheelsOn","Div1TotalGTime","Div1LongestGTime","Div1WheelsOff","Div1TailNum","Div2Airport","Div2AirportID","Div2AirportSeqID","Div2WheelsOn","Div2TotalGTime","Div2LongestGTime","Div2WheelsOff","Div2TailNum","Div3Airport","Div3AirportID","Div3AirportSeqID","Div3WheelsOn","Div3TotalGTime","Div3LongestGTime","Div3WheelsOff","Div3TailNum","Div4Airport","Div4AirportID","Div4AirportSeqID","Div4WheelsOn","Div4TotalGTime","Div4LongestGTime","Div4WheelsOff","Div4TailNum","Div5Airport","Div5AirportID","Div5AirportSeqID","Div5WheelsOn","Div5TotalGTime","Div5LongestGTime","Div5WheelsOff","Div5TailNum",
2010,1,1,7,4,2010-01-07,"9E",20363,"9E","91769E","851",14193,1419302,33728,"PNS","Pensacola, FL","FL","12","Florida",33,10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1545","1558",13.00,13.00,0.00,0,"1500-1559",50.00,"1648","1837",6.00,"1759","1843",44.00,44.00,1.00,2,"1700-1759",0.00,"",0.00,74.00,105.00,49.00,1.00,272.00,2,0.00,0.00,44.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,8,5,2010-01-08,"9E",20363,"9E","91539E","851",14193,1419302,33728,"PNS","Pensacola, FL","FL","12","Florida",33,10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1545","1745",120.00,120.00,1.00,8,"1500-1559",20.00,"1805","1954",15.00,"1759","2009",130.00,130.00,1.00,8,"1700-1759",0.00,"",0.00,74.00,84.00,49.00,1.00,272.00,2,0.00,0.00,10.00,0.00,120.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,10,7,2010-01-10,"9E",20363,"9E","92009E","851",14193,1419302,33728,"PNS","Pensacola, FL","FL","12","Florida",33,10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1545","1651",66.00,66.00,1.00,4,"1500-1559",14.00,"1705","1855",19.00,"1759","1914",75.00,75.00,1.00,5,"1700-1759",0.00,"",0.00,74.00,83.00,50.00,1.00,272.00,2,66.00,0.00,9.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,11,1,2010-01-11,"9E",20363,"9E","91629E","851",14193,1419302,33728,"PNS","Pensacola, FL","FL","12","Florida",33,10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1545","1602",17.00,17.00,1.00,1,"1500-1559",15.00,"1617","1807",5.00,"1759","1812",13.00,13.00,0.00,0,"1700-1759",0.00,"",0.00,74.00,70.00,50.00,1.00,272.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,12,2,2010-01-12,"9E",20363,"9E","91629E","851",14193,1419302,33728,"PNS","Pensacola, FL","FL","12","Florida",33,10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1545","1537",-8.00,0.00,0.00,-1,"1500-1559",11.00,"1548","1743",13.00,"1759","1756",-3.00,0.00,0.00,-1,"1700-1759",0.00,"",0.00,74.00,79.00,55.00,1.00,272.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,13,3,2010-01-13,"9E",20363,"9E","92289E","851",14193,1419302,33728,"PNS","Pensacola, FL","FL","12","Florida",33,10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1545","1540",-5.00,0.00,0.00,-1,"1500-1559",10.00,"1550","1735",10.00,"1759","1745",-14.00,0.00,0.00,-1,"1700-1759",0.00,"",0.00,74.00,65.00,45.00,1.00,272.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,14,4,2010-01-14,"9E",20363,"9E","91479E","851",14193,1419302,33728,"PNS","Pensacola, FL","FL","12","Florida",33,10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1545","1540",-5.00,0.00,0.00,-1,"1500-1559",18.00,"1558","1744",7.00,"1759","1751",-8.00,0.00,0.00,-1,"1700-1759",0.00,"",0.00,74.00,71.00,46.00,1.00,272.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,15,5,2010-01-15,"9E",20363,"9E","91469E","851",14193,1419302,33728,"PNS","Pensacola, FL","FL","12","Florida",33,10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1545","1539",-6.00,0.00,0.00,-1,"1500-1559",9.00,"1548","1732",14.00,"1759","1746",-13.00,0.00,0.00,-1,"1700-1759",0.00,"",0.00,74.00,67.00,44.00,1.00,272.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,18,1,2010-01-18,"9E",20363,"9E","91539E","851",14193,1419302,33728,"PNS","Pensacola, FL","FL","12","Florida",33,10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1545","1553",8.00,8.00,0.00,0,"1500-1559",15.00,"1608","1756",6.00,"1759","1802",3.00,3.00,0.00,0,"1700-1759",0.00,"",0.00,74.00,69.00,48.00,1.00,272.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,19,2,2010-01-19,"9E",20363,"9E","91669E","851",14193,1419302,33728,"PNS","Pensacola, FL","FL","12","Florida",33,10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1545","1543",-2.00,0.00,0.00,-1,"1500-1559",16.00,"1559","1747",13.00,"1759","1800",1.00,1.00,0.00,0,"1700-1759",0.00,"",0.00,74.00,77.00,48.00,1.00,272.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,20,3,2010-01-20,"9E",20363,"9E","91879E","851",14193,1419302,33728,"PNS","Pensacola, FL","FL","12","Florida",33,10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1545","1704",79.00,79.00,1.00,5,"1500-1559",25.00,"1729","1918",9.00,"1759","1927",88.00,88.00,1.00,5,"1700-1759",0.00,"",0.00,74.00,83.00,49.00,1.00,272.00,2,0.00,0.00,88.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,21,4,2010-01-21,"9E",20363,"9E","91709E","851",14193,1419302,33728,"PNS","Pensacola, FL","FL","12","Florida",33,10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1545","1554",9.00,9.00,0.00,0,"1500-1559",13.00,"1607","1823",12.00,"1759","1835",36.00,36.00,1.00,2,"1700-1759",0.00,"",0.00,74.00,101.00,76.00,1.00,272.00,2,0.00,0.00,27.00,0.00,9.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,22,5,2010-01-22,"9E",20363,"9E","91669E","851",14193,1419302,33728,"PNS","Pensacola, FL","FL","12","Florida",33,10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1545","1606",21.00,21.00,1.00,1,"1500-1559",13.00,"1619","1807",12.00,"1759","1819",20.00,20.00,1.00,1,"1700-1759",0.00,"",0.00,74.00,73.00,48.00,1.00,272.00,2,0.00,0.00,20.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,24,7,2010-01-24,"9E",20363,"9E","","851",14193,1419302,33728,"PNS","Pensacola, FL","FL","12","Florida",33,10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1545","",,,,,"1500-1559",,"","",,"1759","",,,,,"1700-1759",1.00,"B",0.00,74.00,,,1.00,272.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,25,1,2010-01-25,"9E",20363,"9E","92329E","851",14193,1419302,33728,"PNS","Pensacola, FL","FL","12","Florida",33,10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1545","1708",83.00,83.00,1.00,5,"1500-1559",25.00,"1733","1925",8.00,"1759","1933",94.00,94.00,1.00,6,"1700-1759",0.00,"",0.00,74.00,85.00,52.00,1.00,272.00,2,0.00,0.00,11.00,0.00,83.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,26,2,2010-01-26,"9E",20363,"9E","91669E","851",14193,1419302,33728,"PNS","Pensacola, FL","FL","12","Florida",33,10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1545","1541",-4.00,0.00,0.00,-1,"1500-1559",16.00,"1557","1752",9.00,"1759","1801",2.00,2.00,0.00,0,"1700-1759",0.00,"",0.00,74.00,80.00,55.00,1.00,272.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,27,3,2010-01-27,"9E",20363,"9E","92329E","851",14193,1419302,33728,"PNS","Pensacola, FL","FL","12","Florida",33,10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1545","1553",8.00,8.00,0.00,0,"1500-1559",21.00,"1614","1816",10.00,"1759","1826",27.00,27.00,1.00,1,"1700-1759",0.00,"",0.00,74.00,93.00,62.00,1.00,272.00,2,0.00,0.00,27.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,28,4,2010-01-28,"9E",20363,"9E","92289E","851",14193,1419302,33728,"PNS","Pensacola, FL","FL","12","Florida",33,10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1545","1545",0.00,0.00,0.00,0,"1500-1559",18.00,"1603","1751",11.00,"1759","1802",3.00,3.00,0.00,0,"1700-1759",0.00,"",0.00,74.00,77.00,48.00,1.00,272.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,29,5,2010-01-29,"9E",20363,"9E","91979E","851",14193,1419302,33728,"PNS","Pensacola, FL","FL","12","Florida",33,10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1545","1543",-2.00,0.00,0.00,-1,"1500-1559",30.00,"1613","1758",10.00,"1759","1808",9.00,9.00,0.00,0,"1700-1759",0.00,"",0.00,74.00,85.00,45.00,1.00,272.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,31,7,2010-01-31,"9E",20363,"9E","92289E","851",14193,1419302,33728,"PNS","Pensacola, FL","FL","12","Florida",33,10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1545","1542",-3.00,0.00,0.00,-1,"1500-1559",14.00,"1556","1738",11.00,"1759","1749",-10.00,0.00,0.00,-1,"1700-1759",0.00,"",0.00,74.00,67.00,42.00,1.00,272.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,2,6,2010-01-02,"9E",20363,"9E","91539E","851",14524,1452401,34524,"RIC","Richmond, VA","VA","51","Virginia",38,10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1210","1202",-8.00,0.00,0.00,-1,"1200-1259",13.00,"1215","1344",8.00,"1402","1352",-10.00,0.00,0.00,-1,"1400-1459",0.00,"",0.00,112.00,110.00,89.00,1.00,481.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,2,6,2010-01-02,"9E",20363,"9E","91819E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1330","1330",0.00,0.00,0.00,0,"1300-1359",15.00,"1345","1428",4.00,"1431","1432",1.00,1.00,0.00,0,"1400-1459",0.00,"",0.00,121.00,122.00,103.00,1.00,606.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,5,2,2010-01-05,"9E",20363,"9E","91769E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1305",50.00,50.00,1.00,3,"1200-1259",15.00,"1320","1351",5.00,"1326","1356",30.00,30.00,1.00,2,"1300-1359",0.00,"",0.00,131.00,111.00,91.00,1.00,606.00,3,30.00,0.00,0.00,0.00,0.00,"1214",33.00,33.00,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,6,3,2010-01-06,"9E",20363,"9E","91539E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1211",-4.00,0.00,0.00,-1,"1200-1259",14.00,"1225","1259",12.00,"1326","1311",-15.00,0.00,0.00,-1,"1300-1359",0.00,"",0.00,131.00,120.00,94.00,1.00,606.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,7,4,2010-01-07,"9E",20363,"9E","91619E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1234",19.00,19.00,1.00,1,"1200-1259",54.00,"1328","1358",7.00,"1326","1405",39.00,39.00,1.00,2,"1300-1359",0.00,"",0.00,131.00,151.00,90.00,1.00,606.00,3,0.00,0.00,39.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,8,5,2010-01-08,"9E",20363,"9E","91869E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1426",131.00,131.00,1.00,8,"1200-1259",26.00,"1452","1522",17.00,"1326","1539",133.00,133.00,1.00,8,"1300-1359",0.00,"",0.00,131.00,133.00,90.00,1.00,606.00,3,0.00,0.00,2.00,0.00,131.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,9,6,2010-01-09,"9E",20363,"9E","91869E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1219",4.00,4.00,0.00,0,"1200-1259",19.00,"1238","1303",6.00,"1326","1309",-17.00,0.00,0.00,-2,"1300-1359",0.00,"",0.00,131.00,110.00,85.00,1.00,606.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,10,7,2010-01-10,"9E",20363,"9E","91619E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1216",1.00,1.00,0.00,0,"1200-1259",18.00,"1234","1311",6.00,"1326","1317",-9.00,0.00,0.00,-1,"1300-1359",0.00,"",0.00,131.00,121.00,97.00,1.00,606.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,11,1,2010-01-11,"9E",20363,"9E","91539E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1211",-4.00,0.00,0.00,-1,"1200-1259",16.00,"1227","1259",12.00,"1326","1311",-15.00,0.00,0.00,-1,"1300-1359",0.00,"",0.00,131.00,120.00,92.00,1.00,606.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,12,2,2010-01-12,"9E",20363,"9E","92289E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1213",-2.00,0.00,0.00,-1,"1200-1259",18.00,"1231","1305",8.00,"1326","1313",-13.00,0.00,0.00,-1,"1300-1359",0.00,"",0.00,131.00,120.00,94.00,1.00,606.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,13,3,2010-01-13,"9E",20363,"9E","91819E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1225",10.00,10.00,0.00,0,"1200-1259",16.00,"1241","1312",9.00,"1326","1321",-5.00,0.00,0.00,-1,"1300-1359",0.00,"",0.00,131.00,116.00,91.00,1.00,606.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,14,4,2010-01-14,"9E",20363,"9E","91669E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1247",32.00,32.00,1.00,2,"1200-1259",15.00,"1302","1336",5.00,"1326","1341",15.00,15.00,1.00,1,"1300-1359",0.00,"",0.00,131.00,114.00,94.00,1.00,606.00,3,0.00,0.00,15.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,15,5,2010-01-15,"9E",20363,"9E","91709E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1216",1.00,1.00,0.00,0,"1200-1259",19.00,"1235","1306",7.00,"1326","1313",-13.00,0.00,0.00,-1,"1300-1359",0.00,"",0.00,131.00,117.00,91.00,1.00,606.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,16,6,2010-01-16,"9E",20363,"9E","91959E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1213",-2.00,0.00,0.00,-1,"1200-1259",17.00,"1230","1258",5.00,"1326","1303",-23.00,0.00,0.00,-2,"1300-1359",0.00,"",0.00,131.00,110.00,88.00,1.00,606.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,17,7,2010-01-17,"9E",20363,"9E","91819E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1209",-6.00,0.00,0.00,-1,"1200-1259",19.00,"1228","1256",7.00,"1326","1303",-23.00,0.00,0.00,-2,"1300-1359",0.00,"",0.00,131.00,114.00,88.00,1.00,606.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,18,1,2010-01-18,"9E",20363,"9E","91869E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1214",-1.00,0.00,0.00,-1,"1200-1259",21.00,"1235","1304",7.00,"1326","1311",-15.00,0.00,0.00,-1,"1300-1359",0.00,"",0.00,131.00,117.00,89.00,1.00,606.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,19,2,2010-01-19,"9E",20363,"9E","91869E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1210",-5.00,0.00,0.00,-1,"1200-1259",21.00,"1231","1301",11.00,"1326","1312",-14.00,0.00,0.00,-1,"1300-1359",0.00,"",0.00,131.00,122.00,90.00,1.00,606.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,20,3,2010-01-20,"9E",20363,"9E","91979E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1235",20.00,20.00,1.00,1,"1200-1259",13.00,"1248","1312",21.00,"1326","1333",7.00,7.00,0.00,0,"1300-1359",0.00,"",0.00,131.00,118.00,84.00,1.00,606.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,21,4,2010-01-21,"9E",20363,"9E","92329E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1237",22.00,22.00,1.00,1,"1200-1259",19.00,"1256","1328",28.00,"1326","1356",30.00,30.00,1.00,2,"1300-1359",0.00,"",0.00,131.00,139.00,92.00,1.00,606.00,3,0.00,0.00,8.00,0.00,22.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,22,5,2010-01-22,"9E",20363,"9E","","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","",,,,,"1200-1259",,"","",,"1326","",,,,,"1300-1359",1.00,"A",0.00,131.00,,,1.00,606.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,23,6,2010-01-23,"9E",20363,"9E","92009E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1210",-5.00,0.00,0.00,-1,"1200-1259",36.00,"1246","1318",13.00,"1326","1331",5.00,5.00,0.00,0,"1300-1359",0.00,"",0.00,131.00,141.00,92.00,1.00,606.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,24,7,2010-01-24,"9E",20363,"9E","91979E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1210",-5.00,0.00,0.00,-1,"1200-1259",25.00,"1235","1314",17.00,"1326","1331",5.00,5.00,0.00,0,"1300-1359",0.00,"",0.00,131.00,141.00,99.00,1.00,606.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,25,1,2010-01-25,"9E",20363,"9E","91709E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1234",19.00,19.00,1.00,1,"1200-1259",19.00,"1253","1318",19.00,"1326","1337",11.00,11.00,0.00,0,"1300-1359",0.00,"",0.00,131.00,123.00,85.00,1.00,606.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,26,2,2010-01-26,"9E",20363,"9E","91629E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1207",-8.00,0.00,0.00,-1,"1200-1259",17.00,"1224","1256",25.00,"1326","1321",-5.00,0.00,0.00,-1,"1300-1359",0.00,"",0.00,131.00,134.00,92.00,1.00,606.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,27,3,2010-01-27,"9E",20363,"9E","91959E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1209",-6.00,0.00,0.00,-1,"1200-1259",19.00,"1228","1305",4.00,"1326","1309",-17.00,0.00,0.00,-2,"1300-1359",0.00,"",0.00,131.00,120.00,97.00,1.00,606.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2010,1,1,28,4,2010-01-28,"9E",20363,"9E","91539E","852",10397,1039703,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13930,1393001,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1212",-3.00,0.00,0.00,-1,"1200-1259",21.00,"1233","1311",16.00,"1326","1327",1.00,1.00,0.00,0,"1300-1359",0.00,"",0.00,131.00,135.00,98.00,1.00,606.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
